Distrito,N° de Escuela,Matrícula Total,1° año - Alumnos,1° año - Sobreedad,1° año - Permanencia,1° año - Aprobados,2° año - Alumnos,2° año - Sobreedad,2° año - Permanencia,2° año - Aprobados,3° año - Alumnos,3° año - Sobreedad,3° año - Permanencia,3° año - Aprobados,4° año - Alumnos,4° año - Sobreedad,4° año - Permanencia,4° año - Aprobados,5° año - Alumnos,5° año - Sobreedad,5° año - Permanencia,5° año - Aprobados,6° año - Alumnos,6° año - Sobreedad,6° año - Permanencia,6° año - Aprobados,Aprobados en PDL (%),Aprobados en Matemática (%)
92_SALADILLO,EP N° 359,255,39,0,0,39,40,0,0,40,40,0,1,39,53,2,3,50,43,2,0,43,40,2,0,40,86.84%,94.74%
93_S A DE GILES,EP N° 446,45,9,0,0,9,6,1,0,6,8,0,0,8,8,2,1,7,7,0,0,7,7,1,1,6,95.24%,97.81%
93_S A DE GILES,EP N° 553,351,55,0,0,55,53,4,0,53,66,5,2,64,64,4,1,63,48,0,1,47,65,7,2,63,95.55%,87.91%
93_S A DE GILES,EP N° 678,294,44,0,0,44,52,2,2,50,46,2,3,43,55,5,1,54,55,3,0,55,42,2,3,39,94.63%,97.75%
93_S A DE GILES,EP N° 701,315,53,0,0,53,44,4,2,42,55,0,2,53,50,5,1,49,46,5,0,46,67,3,1,66,96.69%,93.71%
93_S A DE GILES,EP N° 823,396,72,0,0,72,52,1,1,51,61,6,2,59,68,7,3,65,69,4,5,64,74,5,0,74,95.13%,96.30%
94_S A DE ARECO,EP N° 956,321,61,0,0,61,54,2,2,52,48,3,0,48,56,1,1,55,45,4,1,44,57,2,1,56,93.49%,93.60%
94_S A DE ARECO,EP N° 1023,271,41,0,0,41,48,0,1,47,47,3,0,47,40,4,0,40,55,3,1,54,40,0,1,39,95.71%,96.47%
94_S A DE ARECO,EP N° 1125,70,10,0,0,10,13,0,0,13,13,1,0,13,13,0,0,13,11,1,1,10,10,0,1,9,87.39%,87.67%
94_S A DE ARECO,EP N° 1285,234,41,0,0,41,35,2,1,34,43,3,2,41,37,4,3,34,40,0,1,39,38,4,0,38,88.82%,85.45%
94_S A DE ARECO,EP N° 1326,142,28,0,0,28,24,2,0,24,23,3,0,23,20,0,0,20,23,1,1,22,24,1,0,24,98.52%,80.15%
94_S A DE ARECO,EP N° 1423,352,57,0,0,57,60,7,1,59,71,5,1,70,55,3,2,53,51,4,1,50,58,3,1,57,92.68%,82.09%
95_SAN FERNANDO,EP N° 199,227,38,0,0,38,38,2,3,35,33,4,2,31,33,1,3,30,48,3,2,46,37,2,0,37,96.72%,80.50%
95_SAN FERNANDO,EP N° 203,293,50,0,0,50,53,5,2,51,53,2,0,53,44,4,1,43,44,2,3,41,49,2,4,45,98.25%,82.61%
95_SAN FERNANDO,EP N° 336,315,49,0,0,49,55,5,0,55,41,1,3,38,54,4,1,53,60,5,1,59,56,3,5,51,89.89%,96.59%
95_SAN FERNANDO,EP N° 456,176,26,0,0,26,31,4,1,30,26,1,0,26,32,2,2,30,32,1,1,31,29,0,2,27,98.86%,87.32%
95_SAN FERNANDO,EP N° 503,417,82,0,0,82,63,5,2,61,75,3,2,73,67,6,2,65,59,5,2,57,71,4,2,69,86.67%,87.50%
95_SAN FERNANDO,EP N° 609,116,15,0,0,15,18,3,0,18,20,2,0,20,23,3,1,22,18,0,1,17,22,0,0,22,87.70%,91.29%
95_SAN FERNANDO,EP N° 798,269,47,0,0,47,45,3,3,42,52,5,2,50,47,2,1,46,35,2,2,33,43,0,2,41,87.44%,91.19%
95_SAN FERNANDO,EP N° 823,350,62,0,0,62,60,8,0,60,49,5,3,46,57,2,0,57,51,4,0,51,71,2,3,68,87.97%,95.44%
95_SAN FERNANDO,EP N° 956,186,29,0,0,29,33,1,2,31,30,2,0,30,34,1,1,33,33,1,1,32,27,4,0,27,90.82%,94.17%
95_SAN FERNANDO,EP N° 1003,483,97,0,0,97,96,2,2,94,84,6,2,82,74,5,4,70,66,1,2,64,66,6,1,65,95.36%,91.30%
95_SAN FERNANDO,EP N° 1123,165,24,0,0,24,28,2,0,28,27,1,0,27,30,0,2,28,27,2,1,26,29,3,1,28,93.32%,92.75%
96_SAN ISIDRO,EP N° 1256,248,38,0,0,38,45,2,1,44,42,3,3,39,39,1,2,37,41,3,1,40,43,4,2,41,86.71%,95.27%
96_SAN ISIDRO,EP N° 1356,87,14,0,0,14,14,2,0,14,16,0,0,16,15,0,0,15,14,0,0,14,14,1,1,13,94.52%,94.60%
96_SAN ISIDRO,EP N° 1423,340,52,0,0,52,51,5,2,49,63,3,0,63,61,5,2,59,60,3,1,59,53,5,3,50,92.21%,82.35%
96_SAN ISIDRO,EP N° 165,329,49,0,0,49,65,7,3,62,55,3,3,52,50,0,1,49,54,6,1,53,56,6,0,56,92.72%,84.93%
96_SAN ISIDRO,EP N° 223,258,43,0,0,43,52,2,1,51,47,2,1,46,45,3,2,43,30,5,2,28,41,2,2,39,88.77%,81.80%
96_SAN ISIDRO,EP N° 356,119,18,0,0,18,25,0,0,25,17,2,1,16,18,2,4,14,20,1,1,19,21,1,1,20,94.63%,80.38%
96_SAN ISIDRO,EP N° 156,387,62,0,0,62,66,2,4,62,77,5,1,76,57,2,1,56,55,6,1,54,70,1,3,67,89.60%,91.76%
96_SAN ISIDRO,EP N° 200,308,44,0,0,44,50,3,3,47,47,5,0,47,55,1,1,54,48,1,2,46,64,6,0,64,94.65%,87.36%
96_SAN ISIDRO,EP N° 359,64,11,0,0,11,10,0,0,10,10,0,1,9,10,0,0,10,9,0,0,9,14,0,0,14,94.94%,83.76%
97_SAN NICOLAS,EP N° 156,224,31,0,0,31,49,3,2,47,38,3,0,38,37,1,4,33,31,3,0,31,38,2,2,36,95.31%,83.88%
97_SAN NICOLAS,EP N° 209,230,39,0,0,39,27,3,2,25,39,3,0,39,43,3,0,43,48,2,0,48,34,0,0,34,85.12%,81.99%
97_SAN NICOLAS,EP N° 359,185,27,0,0,27,30,3,1,29,26,1,1,25,33,2,2,31,33,4,1,32,36,3,0,36,98.89%,83.29%
97_SAN NICOLAS,EP N° 446,149,29,0,0,29,25,1,1,24,25,0,0,25,22,1,3,19,24,1,1,23,24,1,0,24,95.59%,85.57%
98_SAN PEDRO,EP N° 553,323,53,0,0,53,58,5,1,57,48,2,3,45,58,5,4,54,48,3,0,48,58,1,1,57,85.17%,90.69%
98_SAN PEDRO,EP N° 678,318,56,0,0,56,58,8,0,58,57,6,3,54,51,3,0,51,39,3,2,37,57,6,0,57,96.33%,96.89%
98_SAN PEDRO,EP N° 701,242,39,0,0,39,44,7,1,43,44,2,2,42,36,3,2,34,44,2,0,44,35,1,0,35,92.85%,87.16%
98_SAN PEDRO,EP N° 823,299,49,0,0,49,52,1,1,51,44,1,3,41,45,3,0,45,47,4,2,45,62,5,2,60,91.02%,80.20%
98_SAN PEDRO,EP N° 956,302,53,0,0,53,52,5,1,51,46,1,4,42,53,0,0,53,46,2,0,46,52,1,0,52,90.43%,83.34%
98_SAN PEDRO,EP N° 1023,522,78,0,0,78,95,3,3,92,87,9,4,83,78,4,1,77,99,12,1,98,85,2,3,82,96.65%,95.23%
98_SAN PEDRO,EP N° 1125,308,51,0,0,51,56,7,3,53,51,2,0,51,38,4,0,38,63,2,3,60,49,2,2,47,87.21%,95.49%
99_SAN VICENTE,EP N° 1285,196,36,0,0,36,32,2,0,32,29,1,1,28,33,1,0,33,31,4,0,31,35,3,0,35,88.39%,93.93%
99_SAN VICENTE,EP N° 1326,374,61,0,0,61,68,4,5,63,59,7,1,58,64,1,3,61,51,1,0,51,71,6,5,66,91.15%,81.09%
99_SAN VICENTE,EP N° 1423,45,8,0,0,8,9,0,0,9,5,1,0,5,8,1,0,8,8,0,0,8,7,0,0,7,96.82%,88.16%
99_SAN VICENTE,EP N° 199,224,37,0,0,37,36,3,0,36,35,1,0,35,41,3,1,40,39,4,1,38,36,5,2,34,93.10%,91.64%
99_SAN VICENTE,EP N° 203,152,24,0,0,24,27,1,3,24,23,1,0,23,27,0,3,24,27,1,1,26,24,0,1,23,93.13%,91.26%
100_MORON,EP N° 336,246,39,0,0,39,46,3,1,45,50,2,1,49,35,1,2,33,43,3,2,41,33,5,2,31,89.22%,95.26%
100_MORON,EP N° 456,206,30,0,0,30,38,2,0,38,35,1,2,33,31,6,0,31,39,3,2,37,33,1,1,32,93.33%,97.53%
100_MORON,EP N° 503,344,55,0,0,55,54,4,1,53,70,3,0,70,54,4,2,52,51,1,3,48,60,4,1,59,91.63%,91.67%
100_MORON,EP N° 609,269,45,0,0,45,44,2,1,43,50,3,1,49,43,0,0,43,41,2,1,40,46,3,0,46,89.81%,91.05%
100_MORON,EP N° 798,336,57,0,0,57,40,2,2,38,59,1,5,54,62,1,2,60,61,3,0,61,57,3,1,56,86.02%,92.85%
100_MORON,EP N° 823,238,43,0,0,43,46,3,1,45,32,4,1,31,41,2,1,40,36,1,1,35,40,2,2,38,86.83%,93.73%
100_MORON,EP N° 956,291,54,0,0,54,41,3,1,40,45,7,4,41,43,2,2,41,60,1,1,59,48,4,1,47,89.70%,81.48%
100_MORON,EP N° 1003,99,13,0,0,13,17,1,2,15,16,1,2,14,16,2,1,15,19,2,0,19,18,2,1,17,89.40%,90.10%
100_MORON,EP N° 1123,430,73,0,0,73,71,6,0,71,74,6,2,72,71,5,1,70,68,7,0,68,73,3,2,71,95.37%,90.83%
100_MORON,EP N° 1256,287,46,0,0,46,63,4,6,57,50,2,2,48,44,4,1,43,41,6,1,40,43,1,3,40,91.87%,90.79%
101_SUIPACHA,EP N° 1356,240,37,0,0,37,41,2,1,40,44,5,1,43,43,1,2,41,41,3,2,39,34,3,0,34,90.88%,83.39%
101_SUIPACHA,EP N° 1423,143,25,0,0,25,23,0,1,22,25,2,0,25,22,3,0,22,24,3,2,22,24,1,0,24,87.64%,89.01%
101_SUIPACHA,EP N° 165,209,37,0,0,37,30,1,1,29,40,2,2,38,37,0,0,37,33,2,2,31,32,2,0,32,96.36%,93.93%
101_SUIPACHA,EP N° 223,125,21,0,0,21,18,2,0,18,20,1,0,20,22,2,0,22,24,0,0,24,20,1,0,20,97.76%,93.52%
101_SUIPACHA,EP N° 356,282,46,0,0,46,53,2,2,51,48,3,1,47,39,3,1,38,46,6,1,45,50,4,3,47,96.58%,86.48%
101_SUIPACHA,EP N° 156,303,42,0,0,42,50,3,1,49,50,2,1,49,58,10,0,58,53,2,4,49,50,1,0,50,86.57%,90.32%
102_TANDIL,EP N° 200,213,39,0,0,39,33,1,1,32,35,3,2,33,43,2,2,41,29,5,0,29,34,1,3,31,91.77%,85.97%
102_TANDIL,EP N° 359,377,60,0,0,60,59,5,2,57,63,2,0,63,66,4,7,59,56,5,3,53,73,1,3,70,89.21%,82.69%
102_TANDIL,EP N° 156,225,34,0,0,34,33,1,2,31,38,6,2,36,36,1,0,36,37,2,1,36,47,2,1,46,94.54%,86.29%
102_TANDIL,EP N° 209,394,64,0,0,64,58,2,0,58,71,3,0,71,71,5,1,70,63,2,3,60,67,6,1,66,89.70%,82.42%
102_TANDIL,EP N° 359,362,71,0,0,71,61,5,0,61,60,2,2,58,57,4,4,53,56,2,3,53,57,5,1,56,91.55%,97.75%
102_TANDIL,EP N° 446,124,25,0,0,25,17,0,1,16,18,0,1,17,25,0,0,25,17,0,1,16,22,0,0,22,87.09%,90.44%
102_TANDIL,EP N° 553,410,78,0,0,78,67,1,2,65,69,7,1,68,67,4,3,64,68,5,4,64,61,3,2,59,93.58%,89.56%
102_TANDIL,EP N° 678,280,50,0,0,50,52,5,2,50,41,3,3,38,49,2,2,47,43,3,0,43,45,6,2,43,86.54%,82.19%
102_TANDIL,EP N° 701,66,12,0,0,12,11,0,0,11,10,1,1,9,11,0,0,11,11,0,1,10,11,2,0,11,90.43%,87.66%
102_TANDIL,EP N° 823,286,44,0,0,44,58,4,2,56,46,2,1,45,37,4,1,36,52,5,3,49,49,2,0,49,88.65%,85.02%
102_TANDIL,EP N° 956,290,55,0,0,55,53,4,3,50,44,5,0,44,44,2,3,41,46,3,2,44,48,1,1,47,95.06%,83.88%
102_TANDIL,EP N° 1023,275,49,0,0,49,48,2,2,46,54,4,5,49,40,2,1,39,42,3,3,39,42,2,0,42,88.99%,88.19%
103_TAPALQUE,EP N° 1125,145,23,0,0,23,30,1,1,29,26,2,1,25,19,2,1,18,23,1,0,23,24,1,1,23,89.12%,93.74%
103_TAPALQUE,EP N° 1285,281,43,0,0,43,52,4,2,50,40,2,3,37,45,3,0,45,43,3,2,41,58,3,3,55,95.11%,91.07%
103_TAPALQUE,EP N° 1326,288,48,0,0,48,39,3,2,37,49,1,3,46,53,3,1,52,46,1,0,46,53,1,0,53,86.01%,93.39%
103_TAPALQUE,EP N° 1423,495,82,0,0,82,86,5,1,85,89,7,4,85,87,5,2,85,78,5,1,77,73,3,2,71,88.26%,90.60%
103_TAPALQUE,EP N° 199,307,49,0,0,49,53,3,0,53,58,6,1,57,49,1,1,48,45,0,0,45,53,2,3,50,87.99%,85.86%
103_TAPALQUE,EP N° 203,350,57,0,0,57,48,2,2,46,56,4,4,52,65,3,1,64,60,2,1,59,64,4,1,63,87.50%,96.64%
104_TORDILLO,EP N° 336,257,51,0,0,51,46,1,1,45,44,3,2,42,32,1,0,32,39,3,3,36,45,4,1,44,94.44%,87.83%
104_TORDILLO,EP N° 456,252,39,0,0,39,43,3,0,43,45,1,1,44,45,2,1,44,46,2,0,46,34,0,0,34,96.09%,97.31%
104_TORDILLO,EP N° 503,303,37,0,0,37,56,2,2,54,47,5,0,47,49,2,0,49,53,2,1,52,61,6,1,60,87.69%,84.87%
104_TORDILLO,EP N° 609,110,20,0,0,20,22,1,0,22,15,3,1,14,19,0,0,19,18,2,0,18,16,0,0,16,96.20%,91.24%
105_TORNQUIST,EP N° 798,89,15,0,0,15,16,1,0,16,15,1,1,14,14,1,1,13,15,1,1,14,14,3,0,14,93.73%,91.99%
105_TORNQUIST,EP N° 823,261,34,0,0,34,42,3,2,40,37,1,0,37,55,2,1,54,42,1,4,38,51,2,0,51,91.91%,95.73%
105_TORNQUIST,EP N° 956,250,41,0,0,41,40,3,2,38,43,4,3,40,41,7,0,41,39,4,1,38,46,0,1,45,97.19%,83.84%
105_TORNQUIST,EP N° 1003,82,16,0,0,16,14,1,0,14,16,1,1,15,10,0,1,9,11,1,1,10,15,1,0,15,87.38%,85.14%
105_TORNQUIST,EP N° 1123,367,55,0,0,55,58,3,1,57,56,6,0,56,74,5,1,73,63,3,2,61,61,1,1,60,90.97%,93.15%
106_T LAUQUEN,EP N° 1256,330,47,0,0,47,60,3,4,56,52,7,2,50,62,1,0,62,59,2,2,57,50,1,3,47,89.82%,96.35%
106_T LAUQUEN,EP N° 1356,227,36,0,0,36,37,0,0,37,40,2,3,37,40,2,0,40,38,5,0,38,36,0,1,35,98.73%,97.38%
106_T LAUQUEN,EP N° 1423,328,53,0,0,53,53,3,2,51,50,6,2,48,59,5,2,57,58,4,3,55,55,6,2,53,92.69%,80.06%
106_T LAUQUEN,EP N° 165,192,30,0,0,30,29,1,0,29,28,0,1,27,24,2,1,23,40,2,1,39,41,1,1,40,98.74%,89.33%
107_TRES ARROYOS,EP N° 223,154,25,0,0,25,28,6,1,27,26,1,0,26,24,2,0,24,23,0,3,20,28,1,1,27,93.54%,90.09%
107_TRES ARROYOS,EP N° 356,333,54,0,0,54,57,2,2,55,49,6,2,47,54,5,4,50,57,2,0,57,62,2,0,62,89.80%,97.44%
107_TRES ARROYOS,EP N° 156,252,37,0,0,37,50,2,1,49,39,1,0,39,31,1,2,29,46,2,3,43,49,6,0,49,88.12%,89.46%
107_TRES ARROYOS,EP N° 200,268,38,0,0,38,46,2,1,45,56,7,1,55,41,0,1,40,43,1,0,43,44,3,0,44,94.36%,83.28%
108_25 DE MAYO,EP N° 359,126,17,0,0,17,25,2,4,21,19,0,1,18,20,3,1,19,23,1,0,23,22,0,0,22,88.38%,81.12%
108_25 DE MAYO,EP N° 156,261,41,0,0,41,53,3,0,53,46,2,0,46,35,2,1,34,39,2,1,38,47,2,2,45,95.60%,87.55%
108_25 DE MAYO,EP N° 209,217,36,0,0,36,29,0,0,29,37,2,2,35,37,1,3,34,36,0,1,35,42,3,2,40,98.94%,89.15%
108_25 DE MAYO,EP N° 359,144,22,0,0,22,24,1,1,23,23,1,2,21,27,0,2,25,25,2,0,25,23,1,1,22,96.75%,86.49%
108_25 DE MAYO,EP N° 446,197,36,0,0,36,34,3,2,32,28,1,1,27,33,0,0,33,34,3,0,34,32,2,3,29,88.32%,92.49%
108_25 DE MAYO,EP N° 553,235,37,0,0,37,41,3,2,39,35,1,0,35,36,3,1,35,51,2,1,50,35,0,1,34,85.51%,83.36%
108_25 DE MAYO,EP N° 678,170,26,0,0,26,33,2,1,32,30,0,1,29,29,4,2,27,27,0,1,26,25,2,0,25,92.55%,92.44%
109_V LOPEZ,EP N° 701,373,65,0,0,65,57,4,4,53,72,7,2,70,59,4,0,59,61,4,0,61,59,7,2,57,89.90%,81.67%
109_V LOPEZ,EP N° 823,186,26,0,0,26,32,2,2,30,37,2,3,34,37,5,1,36,30,1,1,29,24,1,0,24,87.77%,88.63%
109_V LOPEZ,EP N° 956,292,54,0,0,54,42,3,1,41,56,4,0,56,37,1,3,34,48,1,1,47,55,3,2,53,96.99%,85.58%
109_V LOPEZ,EP N° 1023,243,37,0,0,37,39,4,0,39,52,3,1,51,39,2,0,39,46,5,1,45,30,3,1,29,85.28%,93.04%
109_V LOPEZ,EP N° 1125,219,41,0,0,41,34,1,1,33,31,1,1,30,39,4,1,38,36,4,0,36,38,2,1,37,97.59%,97.46%
109_V LOPEZ,EP N° 1285,262,48,0,0,48,45,1,0,45,39,2,1,38,50,3,0,50,36,0,0,36,44,1,3,41,85.77%,83.18%
109_V LOPEZ,EP N° 1326,141,32,0,0,32,22,1,0,22,17,1,1,16,25,0,0,25,22,0,0,22,23,0,2,21,97.31%,93.58%
109_V LOPEZ,EP N° 1423,371,65,0,0,65,68,6,3,65,70,3,1,69,57,1,4,53,63,3,5,58,48,2,2,46,96.98%,87.84%
109_V LOPEZ,EP N° 199,444,67,0,0,67,74,3,4,70,75,4,2,73,69,6,2,67,76,7,1,75,83,1,1,82,98.87%,85.05%
109_V LOPEZ,EP N° 203,237,46,0,0,46,36,3,1,35,45,1,1,44,40,1,1,39,36,2,0,36,34,0,1,33,91.01%,95.57%
109_V LOPEZ,EP N° 336,185,30,0,0,30,37,1,1,36,31,3,0,31,28,2,0,28,24,3,0,24,35,1,1,34,87.30%,81.01%
109_V LOPEZ,EP N° 456,174,32,0,0,32,28,1,1,27,30,3,1,29,27,0,1,26,30,1,0,30,27,1,0,27,86.81%,95.43%
109_V LOPEZ,EP N° 503,385,69,0,0,69,63,4,0,63,74,7,2,72,55,3,1,54,61,3,3,58,63,3,3,60,85.74%,96.00%
110_VILLARINO,EP N° 609,359,68,0,0,68,54,3,2,52,66,6,1,65,47,4,1,46,67,2,2,65,57,1,1,56,93.42%,90.01%
110_VILLARINO,EP N° 798,94,13,0,0,13,16,3,1,15,13,0,0,13,17,1,1,16,18,0,0,18,17,0,0,17,87.86%,93.80%
110_VILLARINO,EP N° 823,243,44,0,0,44,38,4,2,36,34,2,0,34,40,0,3,37,44,2,1,43,43,0,0,43,90.29%,92.31%
110_VILLARINO,EP N° 956,214,30,0,0,30,41,2,0,41,37,2,2,35,36,0,0,36,32,2,0,32,38,2,1,37,91.96%,80.73%
110_VILLARINO,EP N° 1003,396,65,0,0,65,66,2,2,64,74,6,2,72,70,5,3,67,42,3,1,41,79,5,3,76,95.07%,91.57%
111_LANUS,EP N° 1123,477,87,0,0,87,68,0,2,66,81,5,6,75,72,3,0,72,68,5,1,67,101,6,5,96,91.21%,85.13%
111_LANUS,EP N° 1256,390,62,0,0,62,60,7,2,58,70,4,1,69,61,7,3,58,64,5,1,63,73,5,6,67,89.07%,94.30%
111_LANUS,EP N° 1356,193,33,0,0,33,31,2,0,31,36,5,0,36,32,4,1,31,32,3,1,31,29,2,0,29,98.68%,94.34%
111_LANUS,EP N° 1423,255,38,0,0,38,42,4,0,42,41,3,2,39,40,2,0,40,52,2,1,51,42,5,3,39,98.87%,94.54%
111_LANUS,EP N° 165,189,32,0,0,32,29,4,2,27,30,2,0,30,33,2,1,32,34,0,0,34,31,0,0,31,88.48%,84.22%
111_LANUS,EP N° 223,343,61,0,0,61,49,2,3,46,57,0,1,56,49,1,4,45,58,1,2,56,69,5,1,68,92.95%,94.66%
111_LANUS,EP N° 356,343,63,0,0,63,69,6,3,66,45,8,0,45,49,2,0,49,52,4,0,52,65,3,1,64,93.80%,93.72%
111_LANUS,EP N° 156,398,67,0,0,67,70,7,3,67,66,6,0,66,71,4,1,70,61,5,0,61,63,3,1,62,93.25%,84.58%
111_LANUS,EP N° 200,238,34,0,0,34,39,1,0,39,45,6,1,44,36,2,0,36,46,0,1,45,38,3,4,34,90.54%,91.24%
111_LANUS,EP N° 359,233,48,0,0,48,38,1,1,37,36,2,0,36,37,3,1,36,34,1,1,33,40,6,0,40,89.00%,95.65%
111_LANUS,EP N° 156,15,3,0,0,3,2,0,0,2,2,0,0,2,2,0,0,2,3,0,0,3,3,0,0,3,92.22%,86.23%
111_LANUS,EP N° 209,306,54,0,0,54,52,3,1,51,47,2,3,44,53,4,0,53,55,4,3,52,45,2,3,42,92.74%,92.54%
111_LANUS,EP N° 359,160,26,0,0,26,28,2,2,26,24,1,0,24,24,3,0,24,27,2,2,25,31,3,1,30,97.95%,88.04%
111_LANUS,EP N° 446,248,39,0,0,39,39,2,0,39,43,2,3,40,47,1,4,43,36,3,2,34,44,2,3,41,87.11%,85.02%
112_C ROSALES,EP N° 553,262,43,0,0,43,45,1,1,44,43,3,3,40,43,3,1,42,40,1,1,39,48,6,3,45,95.67%,89.37%
112_C ROSALES,EP N° 678,358,65,0,0,65,53,4,3,50,59,4,1,58,68,0,1,67,57,7,1,56,56,0,1,55,86.67%,81.85%
112_C ROSALES,EP N° 701,291,44,0,0,44,46,5,1,45,42,5,1,41,57,1,0,57,45,3,1,44,57,3,5,52,96.64%,96.41%
112_C ROSALES,EP N° 823,71,13,0,0,13,10,0,0,10,11,0,0,11,13,1,0,13,13,2,0,13,11,1,1,10,89.04%,87.36%
112_C ROSALES,EP N° 956,139,23,0,0,23,21,0,0,21,23,0,0,23,19,1,1,18,27,1,2,25,26,1,3,23,95.79%,97.39%
112_C ROSALES,EP N° 1023,262,29,0,0,29,53,4,3,50,44,4,0,44,45,3,0,45,48,1,2,46,43,3,0,43,89.56%,90.13%
112_C ROSALES,EP N° 1125,324,52,0,0,52,54,4,1,53,46,0,1,45,55,3,4,51,59,4,2,57,58,4,3,55,94.79%,93.23%
113_BERISSO,EP N° 1285,255,41,0,0,41,40,4,1,39,38,4,0,38,49,4,2,47,48,2,1,47,39,2,0,39,98.80%,80.57%
113_BERISSO,EP N° 1326,129,25,0,0,25,18,1,1,17,25,2,0,25,18,0,0,18,24,1,0,24,19,1,0,19,94.62%,90.22%
113_BERISSO,EP N° 1423,438,78,0,0,78,60,4,2,58,86,6,2,84,69,2,1,68,75,4,1,74,70,5,3,67,97.33%,90.92%
113_BERISSO,EP N° 199,214,38,0,0,38,22,1,2,20,35,1,1,34,42,5,3,39,40,2,1,39,37,0,0,37,97.25%,86.25%
113_BERISSO,EP N° 203,234,30,0,0,30,48,3,4,44,44,2,0,44,33,2,2,31,42,3,1,41,37,2,2,35,95.73%,94.61%
113_BERISSO,EP N° 336,349,63,0,0,63,63,7,0,63,55,1,4,51,60,3,0,60,53,1,0,53,55,4,5,50,91.18%,89.33%
114_ENSENADA,EP N° 456,75,15,0,0,15,14,1,0,14,12,0,1,11,11,2,2,9,11,1,0,11,12,1,1,11,96.92%,87.80%
114_ENSENADA,EP N° 503,234,39,0,0,39,43,4,3,40,37,1,3,34,43,2,2,41,36,3,0,36,36,2,1,35,87.41%,86.45%
114_ENSENADA,EP N° 609,360,54,0,0,54,54,2,1,53,60,6,2,58,67,5,2,65,71,2,4,67,54,4,1,53,95.75%,80.23%
114_ENSENADA,EP N° 798,386,65,0,0,65,73,2,3,70,60,1,1,59,75,2,1,74,57,2,1,56,56,4,1,55,95.86%,92.95%
114_ENSENADA,EP N° 823,104,20,0,0,20,21,4,2,19,14,0,0,14,15,0,0,15,17,0,2,15,17,1,3,14,90.21%,88.24%
114_ENSENADA,EP N° 956,143,24,0,0,24,25,0,0,25,22,0,0,22,23,0,0,23,21,4,0,21,28,0,1,27,98.85%,93.85%
114_ENSENADA,EP N° 1003,328,56,0,0,56,58,5,2,56,56,2,0,56,59,6,2,57,48,4,3,45,51,5,2,49,90.12%,85.47%
115_SAN CAYETANO,EP N° 1123,313,45,0,0,45,70,7,0,70,53,4,0,53,49,1,2,47,46,3,0,46,50,4,1,49,92.76%,94.40%
115_SAN CAYETANO,EP N° 1256,219,30,0,0,30,38,3,1,37,39,5,0,39,42,5,1,41,33,1,2,31,37,3,0,37,92.65%,81.59%
115_SAN CAYETANO,EP N° 1356,255,44,0,0,44,38,3,1,37,49,2,1,48,42,2,1,41,39,4,1,38,43,5,0,43,91.63%,97.48%
115_SAN CAYETANO,EP N° 1423,273,38,0,0,38,38,1,0,38,51,7,2,49,51,2,0,51,50,3,0,50,45,5,5,40,86.21%,95.52%
115_SAN CAYETANO,EP N° 165,303,39,0,0,39,50,1,2,48,51,0,1,50,54,1,3,51,51,2,1,50,58,2,0,58,95.02%,87.03%
115_SAN CAYETANO,EP N° 223,354,54,0,0,54,67,3,2,65,59,1,2,57,58,1,1,57,54,6,2,52,62,7,3,59,86.45%,84.16%
116_ESCOBAR,EP N° 356,118,21,0,0,21,13,2,0,13,20,2,2,18,21,1,0,21,22,1,0,22,21,1,3,18,85.84%,88.78%
116_ESCOBAR,EP N° 156,402,66,0,0,66,74,5,1,73,67,3,2,65,78,3,1,77,55,3,2,53,62,4,2,60,89.31%,82.28%
116_ESCOBAR,EP N° 200,323,59,0,0,59,53,3,2,51,46,3,0,46,55,3,3,52,57,3,0,57,53,2,4,49,92.45%,95.34%
116_ESCOBAR,EP N° 359,416,62,0,0,62,63,8,2,61,70,4,0,70,69,4,2,67,68,9,1,67,84,5,1,83,95.27%,97.91%
116_ESCOBAR,EP N° 156,309,57,0,0,57,57,6,5,52,49,2,5,44,47,1,1,46,46,4,3,43,53,3,2,51,90.47%,95.14%
116_ESCOBAR,EP N° 209,431,81,0,0,81,80,5,4,76,65,5,2,63,59,6,1,58,78,4,2,76,68,3,1,67,94.18%,82.16%
116_ESCOBAR,EP N° 359,314,53,0,0,53,54,4,0,54,45,2,1,44,56,3,3,53,59,5,2,57,47,5,2,45,96.51%,89.83%
116_ESCOBAR,EP N° 446,412,69,0,0,69,55,3,2,53,78,6,3,75,67,2,5,62,71,3,2,69,72,2,2,70,87.04%,89.95%
116_ESCOBAR,EP N° 553,134,26,0,0,26,24,0,1,23,21,0,0,21,23,1,2,21,20,1,0,20,20,2,0,20,89.84%,93.70%
116_ESCOBAR,EP N° 678,317,51,0,0,51,54,5,0,54,55,2,1,54,58,2,1,57,55,8,0,55,44,3,1,43,97.80%,89.11%
116_ESCOBAR,EP N° 701,77,16,0,0,16,12,1,0,12,12,1,0,12,12,1,0,12,11,0,0,11,14,2,1,13,98.57%,82.26%
117_T DE FEBRERO,EP N° 823,573,103,0,0,103,87,5,0,87,93,8,3,90,108,9,3,105,96,5,3,93,86,3,7,79,88.42%,83.57%
117_T DE FEBRERO,EP N° 956,626,116,0,0,116,113,7,4,109,92,7,0,92,107,2,3,104,98,9,2,96,100,4,1,99,97.03%,95.63%
